player_id,player_name,team_name,role_group,decision,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31
matz_sels_nott'ham_forest,Matz Sels,Nott'ham Forest,Goalkeeper,Keep,0.2403355,-0.4087594,-0.046117917,-0.3257538,0.49006522,0.5042879,-0.43001428,0.26542234,0.3680129,0.049687024,0.35421854,0.9473066,-0.15787214,-0.06444828,-0.61702824,-0.09988535,0.32952553,0.28146803,-0.3837547,0.2591464,-0.28461137,-0.13203903,-0.78077585,0.37070802,0.7721324,0.02346731,-0.17843084,-0.08499424,0.24415486,0.32487726,0.16333207,-0.2679159
nathan_collins_brentford,Nathan Collins,Brentford,Defender,Keep,-0.038114756,-0.8437837,0.04959943,-0.04239602,0.15947708,0.5498824,0.16042079,-0.3517371,-0.3103682,-0.41991228,-0.0006846541,0.47949892,-0.34946755,0.4043788,0.16167857,-0.43807167,-0.033077274,-0.09152708,-0.10935196,1.2332845,-0.17873652,-0.1554646,-0.42279422,0.14088634,0.4133909,-0.29006696,-0.398156,-0.79396075,0.0013067165,0.44083646,0.31395048,0.20797443
david_raya_arsenal,David Raya,Arsenal,Goalkeeper,Keep,0.57981217,-0.21679026,0.26090845,-0.5070071,0.6618935,-0.11534901,-0.18218383,-0.031208659,0.12602814,-0.19406618,0.4987898,0.20113365,-0.3057081,-0.063479945,-0.40595338,-0.04025827,0.19785222,0.08367221,-0.19709253,-0.28584614,0.26610383,0.1793437,-0.85576624,-0.24604806,0.7593375,0.0635768,0.09229698,-0.4410478,-0.33577314,0.31082156,0.29222864,-0.44302958
jordan_pickford_everton,Jordan Pickford,Everton,Goalkeeper,Keep,0.5315736,-0.37490624,0.07619425,-0.0498058,0.07756021,0.060964487,-0.19967872,0.18909217,0.10050798,0.032794073,0.10285234,1.1553006,-0.45620504,-0.42075425,0.06756367,-0.062307265,0.28041294,0.09419205,-0.03362732,0.06947093,0.06502703,-0.31742927,-0.5195962,-0.12908989,0.74934006,-0.07441239,-0.13547234,-0.5177793,-0.2112686,0.44637007,-0.2326889,-0.40856376
dean_henderson_crystal_palace,Dean Henderson,Crystal Palace,Goalkeeper,Keep,0.69157857,-0.9099266,0.05557498,-0.003686229,0.4937509,-0.16918913,-0.35966098,-0.047558162,-0.17053938,-0.015642187,0.4568373,0.7134413,-0.037541665,0.2992134,-0.453622,0.028417941,0.18978254,-0.008317888,0.018508332,-0.03523965,0.44080943,-0.08104617,-0.7096891,0.00038328854,0.23121743,0.3252435,-0.062210638,-0.21875618,0.07288655,0.22672962,-0.03142875,-0.18775995
bernd_leno_fulham,Bernd Leno,Fulham,Goalkeeper,Keep,0.56163204,-0.3373231,0.46622017,-0.03625408,-0.06788386,0.53040767,0.19039708,-0.036567863,-0.109730154,0.047697663,0.67070854,0.6904263,-0.30119106,-0.13407038,-0.26857486,-0.4850739,0.31604412,0.17605776,-0.043952797,-0.11711062,0.19990194,0.027089179,-1.3628541,-0.010147792,0.66450715,0.2288629,-0.18728876,-0.32920915,0.4456772,0.20035817,-0.2533565,-0.6746114
bryan_mbeumo_brentford,Bryan Mbeumo,Brentford,Forward,Keep,0.18278266,-0.62212384,0.28351757,-1.0619403,0.67130893,0.2122214,0.23671687,-0.02823017,-0.18519293,-0.22927758,-0.18056045,0.5432171,-0.29232442,0.2569884,-0.024683882,-0.068293594,-0.097950496,0.1765067,0.17419551,0.51679164,-0.45176643,-0.36327073,-0.45962554,0.19164178,0.20456725,-0.17760359,0.24569412,-0.7183164,-0.3509464,-0.2627874,-0.025934173,-0.17458428
mohamed_salah_liverpool,Mohamed Salah,Liverpool,Forward,Keep,0.6253206,0.3789604,-0.0028405527,-0.4677905,0.36971635,-0.48560274,-0.3889884,0.01618895,-0.19232419,-0.41747436,0.8758884,0.9054422,-0.21824518,0.49314106,-0.159283,-0.6633425,0.18296233,0.15693668,-0.13230604,0.3428729,-0.77116144,-0.6868765,-0.409152,0.23728561,0.5638129,0.06509771,0.27460918,-0.2108065,0.004609214,-0.2598183,-0.31221572,0.06973719
moisés_caicedo_chelsea,Moisés Caicedo,Chelsea,DefMidWingBack,Keep,0.23206471,-0.523822,0.6903711,-0.22519241,0.051679645,-0.6657263,-0.47858086,-0.6631068,0.1591488,0.19887191,0.11489887,0.26165274,-0.09647511,0.14537121,-0.014975642,0.28414968,-0.22450599,-0.4302657,-0.4299017,0.53010094,0.10436349,-0.7271692,-0.42566797,0.5041805,0.6075541,-0.2740298,-0.24554509,-0.71142554,0.38025624,-0.29075432,-0.028775578,0.059241593
max_kilman_west_ham,Max Kilman,West Ham,Defender,Keep,-0.34387392,-0.012669246,0.22700754,-0.5259558,0.11872279,-0.19068693,-0.35802618,0.3866326,-0.49827683,-0.24442182,-0.3853304,0.73258406,-1.0486664,0.3243359,-0.30125085,-0.48785788,-0.62281466,0.03972164,-0.15424107,0.3388044,0.4108196,-0.54827005,-0.63904923,-0.14535016,0.17019296,0.056974746,0.66185844,-0.23368329,0.18436109,0.26335067,0.49114767,-0.08780453
