player_id,player_name,team_name,role_group,decision,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31
matz_sels_nott'ham_forest,Matz Sels,Nott'ham Forest,Goalkeeper,Keep,-0.3250122,-0.6035646,-0.070461445,0.3041593,-0.00058847404,-0.15934452,-0.31423008,0.64175045,0.13897565,0.09658028,0.11874795,0.29387993,0.26022974,0.3003371,-0.26531303,-0.20304796,-0.27807665,0.1974067,0.40728047,0.30275738,0.59015507,-0.1761635,-1.0343171,0.16699705,0.24988714,-0.0011564059,-0.26881957,-0.87449366,-0.2533638,-0.3347916,-0.33891022,0.06563373
nathan_collins_brentford,Nathan Collins,Brentford,Defender,Keep,0.2407697,-0.42487416,-0.32467726,0.5787378,0.5015474,-0.085913554,-0.6257143,0.35044613,-0.2636791,-0.0047079977,-0.95278096,0.36285704,-0.053635,-0.10852678,-0.554194,-0.12421867,0.047269173,0.02090266,0.07384586,0.6739361,-0.1619298,-0.42990163,-0.5980981,-0.6798155,0.7389277,0.3092323,0.3074028,-0.30522928,-0.30842653,-0.27908877,0.28804135,0.34987402
david_raya_arsenal,David Raya,Arsenal,Goalkeeper,Keep,-0.36435476,0.0008410263,0.07753366,0.45772323,0.58132213,-0.8273452,-0.24799289,0.20072338,-0.121001154,-0.36251262,0.25655442,0.29941055,-0.122081056,0.39915732,-0.15899536,0.14972357,0.18673037,0.12889113,0.12259474,0.030947562,0.30926144,-0.2599215,-0.8556523,0.20988712,0.8512397,-0.017497016,0.07861196,-0.60997576,0.27526984,-0.30370358,-0.10088452,0.47251415
jordan_pickford_everton,Jordan Pickford,Everton,Goalkeeper,Keep,0.06029303,-0.33236036,-0.3108836,0.6340961,0.14967738,-0.59561634,-0.12216028,0.231526,0.07011151,-0.056312695,-0.07139349,0.24188077,-0.033561252,-0.022839049,0.14850818,-0.14411935,0.21707137,0.4020069,-0.47471523,0.2616255,0.6829698,-0.2247118,-1.1574099,0.3865006,0.27736244,0.010847445,-0.11749316,-0.30331287,-0.48306453,0.28880113,-0.5420504,0.23408547
dean_henderson_crystal_palace,Dean Henderson,Crystal Palace,Goalkeeper,Keep,-0.15220276,-0.1718534,-0.17565943,0.2570136,0.4074324,-0.27925912,-0.07511144,0.17642285,-0.47516355,-0.2694272,0.0019098606,0.19108188,-0.3893631,0.63620293,-0.37361366,0.21700908,0.08086541,0.54817975,-0.17973208,0.10531387,0.52831924,-0.087319076,-1.1130054,0.036512032,0.45253333,0.1203345,0.15226962,-0.069909744,0.013016068,-0.32511833,-0.036462046,0.17350018
bernd_leno_fulham,Bernd Leno,Fulham,Goalkeeper,Keep,0.14101732,-0.12495132,0.24121019,0.47888613,-0.39267993,-0.5973454,-0.3921231,0.7873833,0.13073021,-0.14729665,-0.03937411,0.26723036,0.27113003,0.4168461,-0.08774678,-0.24325281,0.09613582,0.26924247,-0.15164031,0.5808433,0.7257226,0.022933375,-0.93739176,-0.29733753,0.4601398,0.46558896,-0.3566633,-0.5482347,0.36266714,0.33821082,-0.048537742,0.031265732
bryan_mbeumo_brentford,Bryan Mbeumo,Brentford,Forward,Keep,0.16123247,-0.13405932,0.040478602,0.16147357,0.5033647,-0.21099895,-0.30745327,0.63533086,-0.1813854,0.039168462,-0.057288423,0.49508798,-0.12677327,-0.12580043,-0.049581226,0.24533293,0.49243975,0.096957415,-0.49842077,0.77097714,0.18680093,-0.53443474,-0.48672846,-0.66349775,0.31578225,-0.07097257,0.63599294,-0.6520246,0.13628307,-0.3634903,-0.1488788,0.09031745
mohamed_salah_liverpool,Mohamed Salah,Liverpool,Forward,Keep,-0.06275551,0.15277201,0.13737305,-0.22189562,0.26164854,0.4021264,-0.28149238,0.46608835,-0.04039225,-0.21799228,0.26674336,0.6659952,-0.13463601,0.11051688,0.2983782,-0.4625264,0.6195237,0.24415056,-0.3460342,0.31752142,0.60561943,0.27920184,-0.3543391,-0.21560179,0.7675015,-0.2345904,0.407701,-0.86674446,-0.9975448,0.033300515,-0.6154286,0.3009964
moisés_caicedo_chelsea,Moisés Caicedo,Chelsea,DefMidWingBack,Keep,-0.4451829,0.344323,-0.40169603,-0.19109033,0.6458495,-0.18066564,0.28817624,-0.010573867,-0.34834644,-0.23489563,0.16024105,-0.74879557,0.1885954,0.24648862,-0.8127681,-0.05616963,0.61476445,0.7827995,0.13216507,0.31152725,0.48883858,-0.40297136,-0.76578206,-0.3494761,0.4682999,0.2261789,-0.0028183036,-0.29565546,-0.5424835,-0.31183812,0.23140992,-0.06973534
max_kilman_west_ham,Max Kilman,West Ham,Defender,Keep,-0.5840667,-0.43383425,0.4945542,-0.18948543,-0.14992513,-0.47190475,-0.17077437,-0.3602873,-0.36289835,-0.06463129,-0.5535321,0.74220926,0.26288995,0.5756265,-0.29040685,-0.70152986,0.08695981,0.3778526,0.1532697,0.20890266,0.27793598,-0.66680986,-0.44991946,0.28849185,0.19078901,-0.21666595,0.47108793,-0.7261919,-0.34606114,0.23317856,0.7520219,0.13953686
milos_kerkez_bournemouth,Milos Kerkez,Bournemouth,Defender,Monitor,-0.27047697,-0.109065875,0.28909427,0.035613038,0.9005984,-0.06633551,0.790345,0.2548364,-0.50696963,-0.47821254,-0.16742288,0.17407458,0.04033584,0.30978075,-0.41674915,-0.17619747,0.101630226,-0.36061215,-0.4493911,-0.17014234,-0.33566087,-0.70964485,-0.8677826,-0.10240843,0.42391703,0.11640178,-0.20954292,0.086995766,-0.43535537,0.7249773,0.4090504,0.016362937
dan_burn_newcastle_utd,Dan Burn,Newcastle Utd,Defender,Keep,-0.33639908,0.6591848,0.5574836,0.5257563,0.053478587,0.15438478,-0.033737157,0.46321464,0.1878592,-0.07497891,-0.65263194,-0.1571424,0.16817077,0.22148564,-0.6496604,-0.78031546,-0.35567188,0.20251693,-0.4424807,0.24521086,0.14953882,-0.45044982,-1.0998774,0.32448456,0.5205949,0.04476234,0.55695593,-0.1428646,-0.24945319,-0.19243611,-0.41506618,0.45052472
virgil_van_dijk_liverpool,Virgil van Dijk,Liverpool,Defender,Keep,0.035040528,0.22369623,0.21357073,0.045503348,0.2729489,0.5415241,-0.55935454,0.34727567,-1.0665158,-0.17248215,-0.54262835,0.32555556,0.12730134,0.51721495,-0.19657618,-0.9374538,0.3744267,-0.22190295,0.13442388,-0.107201576,0.37319803,0.58693045,-0.8174007,-0.13239639,0.5523661,0.22668996,0.0017475832,-0.37753922,-0.5608781,0.5102017,-0.14632416,0.019160205
nikola_milenković_nott'ham_forest,Nikola Milenković,Nott'ham Forest,Defender,Keep,0.0108266575,-0.2179736,-0.4940429,-0.25702387,0.4074074,0.23042528,-0.54675007,0.5898416,-0.039005302,-0.025207683,0.0287805,-0.17225008,0.15618825,0.36872917,-0.15880142,-0.1551725,-0.8118028,0.08945489,0.06797925,0.14031664,0.010544237,-0.540946,-0.9889855,-0.14715433,0.16048525,-0.85055083,0.12913783,-0.88004565,-0.43657288,-0.038868945,0.1498313,0.21530019
joško_gvardiol_manchester_city,Joško Gvardiol,Manchester City,Defender,Monitor,0.18377851,-0.3379117,0.56142795,-0.57491577,0.6884061,0.10632469,-0.81812346,-0.42066678,-0.67661595,-0.38746354,-0.08164708,-0.022558771,0.8236838,0.0727554,0.014700948,-0.33493343,-0.07927901,0.07626115,0.21894805,0.75218636,-0.21884587,-0.8328998,-0.680767,0.061544172,0.20858565,0.24465822,-0.14918438,-0.0784915,0.100914456,0.10630786,-0.27385545,-0.3026028
mark_flekken_brentford,Mark Flekken,Brentford,Goalkeeper,Keep,0.030516563,-0.3062315,-0.12239504,0.62044334,-0.016154582,-0.3756204,-0.20391592,0.69304067,-0.18152599,0.09095479,-0.28527516,0.7792337,0.06937875,-0.048856724,-0.28053686,0.30266923,0.30460924,-0.07953417,0.1266182,0.6477794,0.3964947,-0.43385342,-0.96118605,0.068683796,0.4587977,0.6668559,-0.25736183,-0.60314405,-0.25295076,-0.21432954,-0.11057664,0.12351438
bruno_guimarães_newcastle_utd,Bruno Guimarães,Newcastle Utd,Midfielder,Keep,-0.22856621,0.13264175,0.4325173,0.38361806,0.5220706,0.051111728,-0.08178813,0.40273276,-0.48756713,0.8272492,0.20612209,0.016782675,0.20513462,-0.08950356,-0.67652136,-0.25073597,-0.2643225,-0.06812702,-0.30055594,0.16539477,0.79653645,-0.36777103,-0.41319633,-0.06472447,0.6850794,-0.075761795,0.45690817,-0.11979388,-0.18583567,-0.46208718,-0.28771904,0.5479994
bart_verbruggen_brighton,Bart Verbruggen,Brighton,Goalkeeper,Monitor,-0.48493803,-0.08409583,0.009664275,0.46482468,-0.22005437,-0.41851532,-0.12198116,0.33801135,-0.48292258,-0.51826364,0.46713892,0.031935066,0.05846196,-0.2131856,0.49650767,0.28924507,0.020910753,0.06297298,0.106891245,0.4594814,0.11719925,-0.45245013,-1.2892973,-0.68639475,0.037131038,0.3731597,-0.14431767,-0.006435498,-0.37126026,0.3093981,0.20237932,-0.48897827
daniel_muñoz_crystal_palace,Daniel Muñoz,Crystal Palace,Defender,Keep,0.048468184,-0.1281948,0.08593905,-0.7975326,-0.35146326,-0.18571329,-0.17102551,0.42654163,-0.6691241,-0.7404771,-0.90856135,0.25614944,-0.25766963,0.57947296,-0.6487862,0.36352327,-0.21208905,0.35339865,-0.4148263,0.120342195,0.012831715,-0.009142,-0.92736405,-0.3130613,0.5884293,-0.3248969,0.52022517,-0.34405124,0.12354543,-0.21027707,0.040107306,0.07708358
antoine_semenyo_bournemouth,Antoine Semenyo,Bournemouth,Forward,Keep,-0.3864856,-0.041343417,0.21725652,-0.42147815,0.53347653,-0.6090405,0.03206919,0.5419834,-0.6694144,0.20038058,0.26362684,0.5541909,-0.29229507,0.71250176,0.27822098,-0.14760125,0.86515474,-0.13499194,-0.76727134,0.5043981,0.060150605,-0.6735364,-0.5415834,0.2798337,0.10193907,-0.18277279,0.28412572,-0.2714859,0.04374355,0.3717999,-0.08940528,0.30396542
emiliano_martínez_aston_villa,Emiliano Martínez,Aston Villa,Goalkeeper,Keep,-0.10473703,-0.33835965,0.22142413,0.40670413,-0.083088316,-0.21240826,0.07110405,0.06298864,-0.17514707,0.16343684,0.3587866,0.3959222,0.102140926,0.5707491,-0.064841874,-0.033174086,0.39113817,0.0200526,0.20354827,-0.17697144,0.78741264,-0.45234612,-0.9042419,-0.020044006,0.9006302,0.46028152,-0.22439209,-0.54352283,-0.22646186,0.020420745,-0.58548117,0.13843024
cole_palmer_chelsea,Cole Palmer,Chelsea,AttMidWinger,Keep,-0.14815718,0.6245618,0.04810291,0.16144697,0.48314664,-0.27310035,0.24406208,-0.046738982,-0.431967,0.32356852,0.21745247,-0.1830775,0.34505394,0.018925397,-0.68678063,0.04640084,0.5129365,0.17222789,-0.12595408,0.12317949,-0.027019411,-0.12682436,-1.1894685,-0.2483029,0.1471401,-0.031663746,-0.27715155,-0.8455948,-0.2275872,-0.5371612,0.28384998,-0.20499685
murillo_nott'ham_forest,Murillo,Nott'ham Forest,Defender,Keep,0.006146793,-0.27434924,-0.360319,-0.16838229,0.67454237,0.10787142,-0.3174008,0.44288337,-0.03529356,0.0015672548,-0.089246415,-0.21630815,0.36636746,0.24905756,-0.3742435,-0.07311767,-0.37559643,-0.021873662,0.41804335,0.026506482,-0.07688449,-0.3927034,-0.9119572,-0.0415901,0.16630377,-0.8416377,0.0063116397,-0.9639676,-0.731571,-0.09778087,0.11638491,0.66200674
antonee_robinson_fulham,Antonee Robinson,Fulham,Defender,Keep,0.5548433,-0.25794888,0.26172838,0.098797925,0.3509125,0.20080356,-0.4532097,0.28948575,0.23528123,-0.42603165,-0.0057997364,0.13429946,0.51294756,1.0418874,-0.48826864,-0.5172474,-0.022012945,0.31237692,-0.3807416,0.59483117,0.41115347,-0.46098813,-0.30306226,-0.70985746,0.4731573,-0.21531992,0.024691839,-0.43453488,0.33652276,0.5517215,0.35936996,-0.018296307
ryan_gravenberch_liverpool,Ryan Gravenberch,Liverpool,Midfielder,Keep,-0.11276458,-0.24963048,0.30959192,-0.15788054,0.41831195,0.4154054,-0.13721973,0.3552191,-1.0359418,0.43832418,-0.05453209,-0.28781697,0.34482425,0.15082777,-0.41993555,-0.5955085,0.7298937,0.31948048,-0.18462433,-0.06452688,0.58851826,0.49614072,-0.55670506,-0.043738402,0.33694953,-0.38810095,-0.014271574,-0.061994232,-0.567024,-0.47325364,-0.04412311,0.13312754
aaron_wan-bissaka_west_ham,Aaron Wan-Bissaka,West Ham,Defender,Keep,-0.58360815,-0.38533753,0.37374383,-0.20699565,-0.009940787,-0.26353535,-0.2630589,-0.123676956,-0.23791207,-0.039467033,-0.41746208,0.9431276,0.2231116,0.6268995,-0.034315713,-0.69419456,-0.034117486,0.2460431,0.12728456,0.36064404,0.30123374,-0.6060957,-0.363701,0.29107234,0.3863633,-0.13476487,0.27351677,-0.7842859,-0.4417285,0.25326622,0.7957859,0.17539944
levi_colwill_chelsea,Levi Colwill,Chelsea,Defender,Monitor,-0.3773891,0.59015334,0.65886986,-0.60013866,0.4056253,0.17579433,-0.30008298,-0.0645941,-0.4021451,0.09646974,0.31986275,-0.5401556,0.2888606,0.24460323,-0.4345496,0.10071545,0.2949584,0.37065798,0.29683483,0.13082814,-0.55558276,-0.258937,-0.99909955,-0.35583153,0.28614637,-0.095398344,0.06614466,-0.18940014,-0.12249847,0.4624067,0.5813495,0.1729394
dara_o'shea_ipswich_town,Dara O'Shea,Ipswich Town,Defender,Keep,-0.107359424,-0.098747626,0.7345491,0.24525005,0.32742152,0.093701385,-0.5188758,-0.16568142,-0.21818437,-0.2859968,-0.27550507,-0.07478117,-0.16300952,0.30739954,0.022705056,0.26404634,-0.44115034,1.2069893,-0.30508515,0.2792112,0.7251778,-0.71521497,-0.27498165,-0.26558495,0.5259393,0.025787266,-0.3884696,-0.44834986,-0.8044915,-0.1395897,-0.0046197767,0.27192286
maxence_lacroix_crystal_palace,Maxence Lacroix,Crystal Palace,Defender,Keep,-0.0009028161,-0.38255185,0.072129264,-0.53026414,-0.38310862,0.11808573,0.14157511,0.38465482,-0.6211246,-0.6380483,-0.68251246,0.2512778,-0.16435985,0.7917398,-0.6534108,0.478011,0.059568793,0.2169213,-0.16070871,-0.07730237,0.24156947,-0.11127255,-1.0545108,-0.14803864,0.51389176,-0.5669378,0.5809252,-0.2999705,-0.024639817,-0.10194472,0.13471009,0.21968246
morgan_rogers_aston_villa,Morgan Rogers,Aston Villa,AttMidWinger,Keep,-0.4862189,0.108555205,0.39431897,0.47901356,0.43454772,0.18646567,-0.072902024,-0.1872899,-0.37568858,0.4372713,0.4343122,-0.056339614,0.2231772,0.37616867,-0.56160605,0.44796523,0.33997428,-0.50971323,-0.0126564875,-0.14872912,0.18935674,0.004095941,-0.59214056,-0.3604727,0.7992624,0.08598451,0.25096834,-1.0495462,-0.4641494,-0.007936088,-0.1823195,-0.3152223
rayan_aït-nouri_wolves,Rayan Aït-Nouri,Wolves,Defender,Monitor,-0.581948,-0.14345773,-0.06280785,-0.21980086,0.003186838,0.76794297,-0.6989512,-0.41379172,-0.34878612,0.05051819,-0.40985194,-0.17118217,-0.0025808935,0.41434115,0.16852789,0.45790303,0.21481246,-0.28833997,-0.5667461,0.73328155,0.3151179,-0.4301007,-0.5771824,-0.027869724,0.76924556,-0.29919353,-0.6003344,-0.30961108,-0.1399901,0.52390575,0.2738367,0.5172212
